age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,jail_time,sex,race,c_charge_degree,decile_score,two_year_recid,compas_score,compas_class
27,0,0,0,0,2.0,2,3,1,2,1,0.2,0
22,0,0,0,0,1.0,1,2,1,2,0,0.2,0
28,0,0,0,4,0.0,1,2,1,5,0,0.5,0
26,0,0,0,0,1.0,1,2,2,2,0,0.2,0
23,0,0,0,0,0.0,1,1,2,2,1,0.2,0
34,0,0,0,0,0.0,1,3,1,2,0,0.2,0
22,0,0,0,3,33.0,1,2,1,9,0,0.9,1
30,0,0,0,5,62.0,1,1,1,5,1,0.5,0
44,0,0,0,5,6.0,1,3,1,2,0,0.2,0
57,0,0,0,1,17.0,1,3,1,2,0,0.2,0
22,0,0,1,0,5.0,1,2,1,8,1,0.8,1
34,0,0,0,0,0.0,1,2,1,3,0,0.3,0
24,0,0,0,7,68.0,1,2,1,8,1,0.8,1
20,0,0,0,0,0.0,1,3,1,4,0,0.4,0
35,0,0,0,2,1.0,1,3,1,9,0,0.9,1
53,0,0,0,1,2.0,1,4,2,1,1,0.1,0
60,0,0,0,13,0.0,1,2,1,3,0,0.3,0
22,0,0,0,2,1.0,2,2,1,5,0,0.5,0
43,0,0,0,0,0.0,1,4,2,1,0,0.1,0
72,0,0,0,7,-1.0,1,3,1,4,0,0.4,0
33,0,0,0,3,3.0,1,2,1,5,1,0.5,0
24,0,0,0,1,0.0,1,2,1,4,1,0.4,0
60,0,0,0,0,218.0,1,2,1,1,0,0.1,0
24,0,0,0,3,7.0,1,3,1,5,1,0.5,0
43,0,0,0,2,0.0,1,1,2,2,0,0.2,0
30,0,0,0,1,2.0,1,2,2,4,0,0.4,0
43,0,0,0,0,29.0,2,3,2,6,0,0.6,0
48,0,0,0,1,5.0,1,4,2,1,0,0.1,0
54,0,0,0,0,-1.0,1,1,2,1,0,0.1,0
45,0,0,0,1,2.0,1,2,2,1,0,0.1,0
36,0,0,0,0,3.0,1,1,1,4,0,0.4,0
31,0,0,0,1,-1.0,1,3,2,1,0,0.1,0
40,0,0,0,0,2.0,1,2,2,1,0,0.1,0
50,0,0,0,1,1.0,1,3,1,1,0,0.1,0
26,0,0,0,1,0.0,2,1,2,6,0,0.6,0
41,0,0,0,7,0.0,1,2,1,4,0,0.4,0
34,0,0,1,5,0.0,1,3,1,6,1,0.6,0
28,0,0,0,0,2.0,2,3,1,6,0,0.6,0
30,0,0,0,1,47.0,1,2,1,1,0,0.1,0
23,0,0,2,2,0.0,1,3,1,9,1,0.9,1
37,0,0,0,0,1.0,2,4,2,1,1,0.1,0
35,0,0,0,5,0.0,1,4,2,2,0,0.2,0
21,0,0,1,1,48.0,1,3,1,6,1,0.6,0
45,0,0,0,1,62.0,1,2,1,9,0,0.9,1
22,0,1,0,2,34.0,2,2,2,8,1,0.8,1
29,0,0,0,6,35.0,1,2,1,8,1,0.8,1
30,0,0,0,0,0.0,2,2,2,2,0,0.2,0
45,0,0,0,3,92.0,1,3,2,3,1,0.3,0
24,0,0,0,2,1.0,2,2,1,4,0,0.4,0
31,0,0,0,4,29.0,1,3,1,8,1,0.8,1
56,0,0,0,0,0.0,1,3,2,1,0,0.1,0
44,0,0,0,4,-1.0,2,4,1,3,1,0.3,0
24,0,4,0,14,180.0,1,2,1,10,1,1.0,1
38,0,0,0,11,18.0,1,2,1,6,0,0.6,0
51,0,0,0,22,34.0,1,2,1,9,1,0.9,1
22,0,0,0,0,0.0,1,3,1,3,0,0.3,0
28,0,0,0,5,1.0,1,2,2,8,0,0.8,1
47,0,0,1,19,212.0,1,2,1,8,1,0.8,1
51,0,0,0,0,30.0,1,2,2,4,1,0.4,0
25,0,0,0,1,42.0,1,3,2,3,0,0.3,0
53,0,0,0,1,1.0,1,4,1,1,0,0.1,0
30,0,0,0,0,2.0,1,2,1,1,0,0.1,0
33,0,0,0,0,0.0,1,3,1,6,1,0.6,0
35,0,0,0,5,225.0,1,2,1,4,1,0.4,0
33,0,0,0,0,1.0,2,2,1,2,0,0.2,0
65,0,0,0,11,0.0,1,2,1,10,0,1.0,1
59,0,0,0,1,0.0,1,1,2,1,0,0.1,0
37,0,0,0,4,0.0,2,2,2,5,0,0.5,0
33,0,0,0,1,84.0,2,3,1,7,0,0.7,1
27,0,0,0,2,132.0,1,2,1,7,1,0.7,1
29,0,0,0,9,14.0,2,2,1,7,1,0.7,1
26,0,0,0,11,241.0,1,5,1,8,1,0.8,1
24,0,0,3,3,44.0,1,2,1,10,1,1.0,1
43,0,0,0,5,0.0,1,2,1,9,0,0.9,1
37,0,0,0,11,0.0,1,2,2,7,1,0.7,1
53,0,0,0,13,91.0,1,2,1,7,0,0.7,1
43,0,0,0,4,38.0,1,2,1,1,0,0.1,0
26,0,0,0,4,0.0,1,2,1,8,1,0.8,1
30,0,0,0,1,0.0,2,3,2,3,0,0.3,0
27,0,0,0,6,1.0,1,2,1,7,1,0.7,1
39,0,0,0,9,1.0,1,3,1,5,1,0.5,0
37,0,0,0,4,0.0,1,3,2,4,1,0.4,0
22,0,0,0,3,10.0,1,3,2,10,1,1.0,1
25,0,0,0,0,2.0,1,3,1,6,0,0.6,0
26,0,0,0,1,0.0,1,4,1,5,0,0.5,0
28,0,0,0,0,0.0,2,3,2,6,0,0.6,0
25,0,0,0,0,1.0,1,2,2,5,1,0.5,0
58,0,0,0,1,3.0,1,3,1,1,0,0.1,0
29,0,0,0,1,2.0,2,3,2,5,1,0.5,0
33,0,0,0,8,2.0,1,2,1,5,0,0.5,0
38,0,0,0,0,1.0,1,2,1,1,0,0.1,0
38,0,0,0,2,19.0,1,3,1,3,0,0.3,0
59,0,0,0,22,69.0,1,2,1,6,1,0.6,0
29,0,0,0,4,0.0,1,1,2,5,1,0.5,0
57,0,0,0,9,0.0,1,2,1,5,0,0.5,0
53,0,0,0,0,3.0,1,3,2,2,1,0.2,0
33,0,0,0,2,0.0,1,2,1,8,1,0.8,1
58,0,0,0,1,0.0,1,3,2,1,0,0.1,0
51,0,0,0,1,0.0,1,3,2,1,0,0.1,0
25,0,0,2,11,321.0,1,2,1,9,1,0.9,1
53,0,0,0,2,40.0,1,3,1,4,0,0.4,0
32,0,0,0,0,17.0,1,3,2,6,1,0.6,0
35,0,0,0,6,10.0,1,2,1,8,1,0.8,1
39,0,0,0,1,1.0,1,3,1,1,0,0.1,0
36,0,0,0,1,14.0,1,4,2,9,0,0.9,1
42,0,0,0,5,6.0,2,3,2,4,1,0.4,0
37,0,0,0,0,0.0,1,2,2,2,0,0.2,0
39,0,0,0,0,3.0,1,3,1,1,0,0.1,0
52,0,0,0,3,0.0,2,3,2,1,0,0.1,0
60,0,0,0,1,1.0,1,1,2,1,0,0.1,0
37,0,0,0,2,0.0,1,4,2,1,0,0.1,0
42,0,0,0,4,17.0,1,3,1,1,1,0.1,0
44,0,0,0,0,0.0,1,4,2,1,1,0.1,0
23,0,0,0,6,1.0,1,2,1,6,1,0.6,0
42,0,0,0,0,0.0,2,2,2,1,1,0.1,0
28,0,0,0,2,35.0,2,3,1,3,0,0.3,0
28,0,0,0,5,0.0,1,2,1,4,0,0.4,0
38,0,0,0,12,0.0,1,3,1,5,0,0.5,0
43,0,0,0,2,1.0,2,2,1,2,1,0.2,0
42,0,0,0,0,0.0,1,2,1,5,0,0.5,0
25,0,0,0,0,0.0,2,3,2,3,0,0.3,0
32,0,0,0,7,37.0,1,2,1,9,1,0.9,1
21,0,0,0,0,0.0,1,2,1,6,1,0.6,0
35,0,0,0,1,28.0,2,3,2,5,0,0.5,0
37,0,0,0,0,126.0,1,3,1,5,0,0.5,0
33,0,0,0,2,0.0,2,2,1,2,0,0.2,0
51,0,0,0,4,8.0,2,3,1,3,0,0.3,0
39,0,0,0,3,2.0,1,3,1,4,0,0.4,0
35,0,0,0,5,2.0,1,4,2,6,1,0.6,0
40,0,0,0,3,13.0,1,2,1,7,0,0.7,1
32,0,0,0,17,0.0,1,2,1,8,1,0.8,1
18,5,0,0,4,1.0,1,3,1,8,1,0.8,1
32,0,0,0,3,-1.0,1,3,1,6,1,0.6,0
37,0,0,0,0,0.0,1,1,2,1,0,0.1,0
32,0,0,0,10,0.0,1,2,1,6,1,0.6,0
47,0,0,0,5,0.0,1,3,2,3,1,0.3,0
23,0,0,0,0,0.0,2,3,2,7,0,0.7,1
63,0,0,0,10,2.0,1,3,1,4,1,0.4,0
38,0,1,0,16,241.0,1,2,1,9,1,0.9,1
32,0,0,0,6,2.0,1,2,2,5,1,0.5,0
31,0,0,0,4,24.0,1,2,1,8,1,0.8,1
23,0,0,0,0,1.0,1,2,1,3,0,0.3,0
38,0,0,0,1,126.0,1,4,2,5,0,0.5,0
47,0,0,0,0,0.0,2,3,2,1,0,0.1,0
33,0,0,0,1,10.0,1,3,1,8,1,0.8,1
22,0,0,0,1,8.0,1,3,1,4,0,0.4,0
26,0,0,0,1,7.0,1,3,2,3,0,0.3,0
40,0,0,0,0,0.0,1,3,2,1,1,0.1,0
36,10,0,0,14,173.0,1,2,1,7,1,0.7,1
65,0,0,0,0,1.0,2,3,2,1,0,0.1,0
44,0,0,0,4,1.0,1,3,2,5,1,0.5,0
22,0,0,0,0,1.0,2,2,2,3,0,0.3,0
34,0,0,0,0,0.0,1,4,2,1,0,0.1,0
38,0,0,0,0,0.0,2,4,1,1,0,0.1,0
26,0,0,0,4,0.0,2,3,1,3,1,0.3,0
20,0,0,0,0,23.0,1,4,2,4,1,0.4,0
49,0,0,0,0,0.0,1,4,1,1,0,0.1,0
56,0,0,0,7,49.0,1,2,1,4,0,0.4,0
52,0,0,0,2,4.0,1,3,1,9,1,0.9,1
25,0,0,0,2,0.0,1,1,2,2,1,0.2,0
34,0,0,0,5,4.0,1,2,1,1,0,0.1,0
33,0,0,0,1,1.0,1,2,2,1,1,0.1,0
21,0,1,2,1,0.0,1,2,1,7,0,0.7,1
46,0,0,0,9,5.0,1,2,1,4,0,0.4,0
22,0,0,0,2,78.0,1,2,2,6,1,0.6,0
57,0,0,0,1,1.0,1,3,2,4,0,0.4,0
22,0,0,1,2,0.0,1,2,1,3,1,0.3,0
48,0,0,0,1,1.0,2,3,2,1,1,0.1,0
40,0,0,0,21,29.0,1,2,1,5,0,0.5,0
30,0,0,0,1,0.0,2,2,1,2,0,0.2,0
21,0,1,0,4,33.0,1,3,2,7,1,0.7,1
39,0,2,0,22,3.0,2,2,1,10,1,1.0,1
27,0,0,0,13,70.0,1,3,1,6,1,0.6,0
33,0,0,0,0,1.0,2,3,2,6,1,0.6,0
24,0,0,0,0,-1.0,1,2,1,3,0,0.3,0
43,0,0,0,0,1.0,1,2,1,1,1,0.1,0
45,0,0,0,0,1.0,2,3,2,1,0,0.1,0
51,0,0,0,3,2.0,1,2,1,3,0,0.3,0
35,0,0,0,2,31.0,2,2,1,2,1,0.2,0
31,0,0,0,9,0.0,1,2,2,7,1,0.7,1
27,0,0,0,0,1.0,1,3,2,2,0,0.2,0
32,0,0,0,1,0.0,1,2,1,2,0,0.2,0
49,0,0,0,0,0.0,1,3,2,1,0,0.1,0
29,0,0,0,2,27.0,1,2,1,3,0,0.3,0
23,0,1,0,2,1.0,1,2,1,6,1,0.6,0
30,0,0,0,6,0.0,1,6,2,3,0,0.3,0
55,0,0,0,12,69.0,1,2,1,6,1,0.6,0
30,0,0,0,0,56.0,1,3,2,4,0,0.4,0
34,0,0,0,13,0.0,1,2,1,4,1,0.4,0
56,0,0,0,2,1.0,1,3,1,1,0,0.1,0
33,0,0,0,4,-1.0,1,2,1,6,0,0.6,0
28,0,0,0,1,1.0,1,2,2,2,0,0.2,0
29,0,0,0,1,40.0,1,2,1,8,0,0.8,1
38,0,0,0,0,0.0,1,3,2,1,0,0.1,0
37,0,0,0,0,0.0,1,3,1,3,0,0.3,0
33,0,0,0,0,0.0,2,3,2,1,1,0.1,0
30,0,0,0,0,0.0,1,4,1,2,0,0.2,0
51,1,0,1,19,13.0,1,2,1,9,0,0.9,1
65,0,0,0,7,0.0,1,2,2,5,0,0.5,0
32,0,0,0,1,0.0,2,2,2,1,0,0.1,0
38,0,0,0,5,0.0,1,3,1,7,1,0.7,1
35,0,0,0,1,0.0,1,2,1,4,0,0.4,0
57,0,0,0,1,0.0,1,3,1,1,0,0.1,0
26,0,0,0,1,-1.0,1,3,1,3,0,0.3,0
23,0,3,1,7,1.0,2,4,2,8,1,0.8,1
36,2,0,0,4,1.0,2,2,2,6,1,0.6,0
33,0,0,0,2,9.0,2,4,1,4,1,0.4,0
35,0,0,0,3,1.0,1,3,1,5,1,0.5,0
33,0,0,0,0,0.0,1,2,1,1,0,0.1,0
47,0,0,0,0,1.0,1,3,2,1,0,0.1,0
53,0,0,0,0,0.0,2,4,2,1,0,0.1,0
31,0,0,0,6,0.0,1,1,1,5,0,0.5,0
35,0,0,0,1,4.0,1,3,2,4,1,0.4,0
36,0,0,0,1,0.0,2,2,1,3,1,0.3,0
25,0,0,0,0,0.0,2,3,2,3,0,0.3,0
52,0,0,0,10,149.0,1,4,1,6,0,0.6,0
23,0,0,0,3,276.0,1,4,2,7,1,0.7,1
34,0,0,0,7,7.0,1,2,2,3,0,0.3,0
51,0,0,0,6,2.0,1,3,1,3,1,0.3,0
24,0,0,4,8,214.0,1,2,1,8,1,0.8,1
32,0,0,0,0,0.0,1,3,1,2,1,0.2,0
43,0,0,0,8,348.0,1,2,1,7,1,0.7,1
45,1,0,1,20,46.0,1,2,2,7,0,0.7,1
42,0,0,0,10,0.0,1,2,2,5,1,0.5,0
22,0,0,0,1,6.0,1,2,1,7,1,0.7,1
49,0,0,0,4,1.0,1,2,1,4,0,0.4,0
42,0,0,0,0,33.0,1,2,1,1,1,0.1,0
40,0,0,0,0,29.0,1,3,2,8,1,0.8,1
25,0,1,0,2,0.0,1,2,1,7,1,0.7,1
25,0,0,0,0,2.0,1,3,2,5,1,0.5,0
23,0,0,0,0,2.0,1,2,1,5,0,0.5,0
21,0,0,0,2,1.0,1,3,1,7,1,0.7,1
31,0,0,0,3,0.0,1,3,2,5,0,0.5,0
28,0,0,0,0,0.0,2,2,2,2,0,0.2,0
24,0,0,0,11,51.0,1,2,1,9,1,0.9,1
45,0,0,0,0,37.0,1,3,1,1,0,0.1,0
23,0,0,0,2,1.0,1,2,2,4,1,0.4,0
39,0,0,0,7,0.0,1,2,1,8,1,0.8,1
25,0,0,0,2,42.0,1,3,1,4,0,0.4,0
24,0,1,0,1,0.0,1,2,1,2,0,0.2,0
46,0,0,0,1,1.0,1,3,1,1,0,0.1,0
47,0,0,0,3,2.0,1,3,1,1,0,0.1,0
54,0,0,0,2,-1.0,1,3,2,4,1,0.4,0
22,0,0,1,1,0.0,1,2,2,4,1,0.4,0
34,0,0,0,0,1.0,2,3,2,2,0,0.2,0
33,0,0,0,0,0.0,1,3,2,1,1,0.1,0
27,0,0,0,1,0.0,1,3,2,6,0,0.6,0
29,0,0,1,16,0.0,1,2,1,10,1,1.0,1
34,0,0,0,3,5.0,1,4,2,2,0,0.2,0
32,0,0,0,1,0.0,1,2,1,5,0,0.5,0
29,0,0,0,0,0.0,1,2,2,6,0,0.6,0
25,0,0,0,2,0.0,2,3,2,3,1,0.3,0
34,0,0,0,16,1.0,1,3,1,6,1,0.6,0
55,0,0,0,1,0.0,2,2,1,1,0,0.1,0
27,0,0,0,0,0.0,1,2,1,4,1,0.4,0
26,0,0,0,0,1.0,1,2,2,3,0,0.3,0
39,2,2,1,19,179.0,1,2,1,9,1,0.9,1
24,0,0,0,1,0.0,1,2,1,7,0,0.7,1
29,0,0,0,0,0.0,1,3,2,2,0,0.2,0
31,0,0,0,3,1.0,2,3,1,7,1,0.7,1
50,0,0,0,13,242.0,1,2,1,1,1,0.1,0
25,0,0,0,2,0.0,1,4,1,5,1,0.5,0
31,0,0,0,4,2.0,1,2,1,5,1,0.5,0
31,0,0,0,0,0.0,1,1,2,2,0,0.2,0
26,1,0,0,2,0.0,1,3,1,6,0,0.6,0
54,0,0,0,2,97.0,1,3,1,2,0,0.2,0
33,0,0,0,14,0.0,1,2,1,8,1,0.8,1
22,0,0,0,0,0.0,1,2,2,4,1,0.4,0
35,0,1,0,8,239.0,1,2,1,9,0,0.9,1
30,0,0,0,4,1.0,2,1,1,7,1,0.7,1
25,0,0,0,0,0.0,1,2,1,2,0,0.2,0
25,0,0,0,0,0.0,1,2,1,5,0,0.5,0
44,0,0,0,0,0.0,1,2,1,2,1,0.2,0
29,0,0,0,2,8.0,2,3,1,7,1,0.7,1
46,0,0,0,2,2.0,1,3,1,3,1,0.3,0
53,0,0,0,0,4.0,1,3,2,1,0,0.1,0
24,0,0,0,2,1.0,1,2,1,7,1,0.7,1
52,0,0,0,2,1.0,2,2,1,1,1,0.1,0
27,0,0,0,0,0.0,1,2,2,2,1,0.2,0
41,0,0,0,0,1.0,1,3,1,1,0,0.1,0
21,0,0,0,0,0.0,2,2,1,5,1,0.5,0
24,0,0,0,1,0.0,1,3,1,4,0,0.4,0
38,0,0,0,8,0.0,1,3,1,2,0,0.2,0
23,0,0,0,0,0.0,1,3,2,2,0,0.2,0
42,0,0,0,0,1.0,1,2,1,1,0,0.1,0
32,0,0,0,4,5.0,1,3,1,5,0,0.5,0
24,0,0,0,3,0.0,1,4,2,7,1,0.7,1
24,5,0,0,5,1.0,1,2,1,8,1,0.8,1
26,0,0,0,4,0.0,1,2,1,8,1,0.8,1
50,0,0,0,9,424.0,1,3,1,3,1,0.3,0
32,0,0,0,3,1.0,2,2,2,6,0,0.6,0
40,0,0,0,13,1.0,1,2,1,9,0,0.9,1
25,0,0,0,1,0.0,1,3,2,2,1,0.2,0
42,0,0,0,1,118.0,1,4,1,1,0,0.1,0
27,0,0,0,2,0.0,1,2,1,3,0,0.3,0
23,0,0,0,0,0.0,1,3,1,9,1,0.9,1
37,0,0,0,22,1.0,1,2,2,9,1,0.9,1
32,0,0,0,1,3.0,1,2,2,4,1,0.4,0
38,0,0,0,2,6.0,1,2,2,7,1,0.7,1
52,0,0,0,4,1.0,1,3,2,3,1,0.3,0
29,0,0,0,2,3.0,1,3,1,2,0,0.2,0
28,0,0,0,7,0.0,1,2,2,3,1,0.3,0
49,0,0,0,0,0.0,1,2,2,1,0,0.1,0
50,0,0,0,0,2.0,1,3,1,1,0,0.1,0
26,0,0,0,2,-1.0,1,3,1,2,1,0.2,0
34,0,0,0,0,31.0,2,3,1,8,1,0.8,1
28,0,0,0,1,9.0,2,3,1,7,0,0.7,1
36,0,0,0,4,37.0,1,3,1,8,1,0.8,1
45,0,0,0,1,47.0,1,2,1,2,1,0.2,0
30,0,0,0,0,0.0,1,2,1,3,1,0.3,0
24,0,0,0,3,1.0,1,2,1,4,1,0.4,0
25,0,0,0,0,0.0,1,2,2,2,1,0.2,0
25,0,0,0,4,9.0,1,2,2,3,1,0.3,0
45,0,0,0,2,0.0,1,3,1,1,0,0.1,0
26,0,0,0,1,3.0,1,3,1,7,1,0.7,1
37,0,0,0,2,28.0,1,1,1,1,0,0.1,0
24,0,0,0,0,1.0,1,4,2,2,0,0.2,0
40,0,0,0,2,1.0,1,3,2,1,0,0.1,0
60,0,0,0,1,0.0,1,3,2,1,0,0.1,0
33,0,0,0,0,0.0,2,4,1,2,0,0.2,0
31,0,0,1,6,0.0,1,2,1,9,0,0.9,1
53,0,0,0,18,1.0,1,4,1,2,0,0.2,0
55,0,0,0,0,5.0,1,4,2,1,0,0.1,0
36,0,0,0,4,0.0,1,3,2,6,0,0.6,0
30,0,0,0,6,17.0,1,1,1,9,1,0.9,1
21,0,0,0,1,15.0,1,2,1,7,1,0.7,1
55,0,0,0,0,0.0,1,3,2,1,0,0.1,0
22,0,0,0,1,0.0,1,3,1,3,1,0.3,0
23,0,0,0,1,0.0,2,2,1,3,0,0.3,0
24,0,0,1,7,125.0,2,3,2,8,1,0.8,1
40,0,0,0,13,107.0,2,2,1,10,1,1.0,1
57,0,0,0,9,58.0,1,3,1,4,1,0.4,0
33,0,0,0,0,0.0,1,3,2,3,1,0.3,0
32,0,0,0,2,1.0,1,3,1,1,0,0.1,0
47,0,0,0,3,13.0,1,3,1,2,0,0.2,0
51,0,0,0,6,18.0,1,3,2,1,1,0.1,0
22,0,1,0,1,1.0,1,2,1,6,0,0.6,0
47,0,0,0,2,1.0,1,3,1,1,0,0.1,0
28,0,0,0,1,0.0,1,3,1,1,1,0.1,0
21,0,0,1,1,41.0,1,2,1,10,1,1.0,1
28,0,0,0,5,34.0,1,2,1,8,0,0.8,1
44,0,0,0,1,6.0,2,3,2,1,1,0.1,0
25,0,0,0,0,2.0,1,2,1,4,1,0.4,0
34,0,0,0,4,0.0,1,2,2,2,0,0.2,0
65,0,0,0,0,0.0,1,3,2,1,0,0.1,0
33,0,0,0,5,119.0,1,3,1,6,1,0.6,0
23,0,0,0,0,0.0,2,3,2,3,0,0.3,0
44,0,0,0,0,0.0,2,3,2,1,0,0.1,0
21,1,0,0,1,527.0,1,4,1,8,1,0.8,1
24,0,0,0,1,0.0,1,2,2,3,0,0.3,0
51,0,0,0,1,1.0,1,3,2,2,0,0.2,0
21,0,0,0,0,1.0,2,2,1,8,1,0.8,1
39,0,0,0,6,0.0,1,3,1,6,0,0.6,0
29,0,0,0,29,5.0,1,2,1,8,1,0.8,1
24,0,0,0,1,0.0,1,3,1,6,0,0.6,0
23,0,0,0,0,2.0,2,2,1,5,1,0.5,0
31,0,0,2,11,-1.0,1,2,1,10,1,1.0,1
35,0,0,0,0,0.0,2,2,2,2,0,0.2,0
30,0,0,0,0,0.0,1,1,1,1,0,0.1,0
34,0,0,0,8,69.0,1,3,1,7,0,0.7,1
39,0,0,0,4,3.0,2,2,1,6,0,0.6,0
29,0,0,0,6,5.0,1,2,2,2,0,0.2,0
51,0,0,0,0,1.0,1,3,2,1,0,0.1,0
22,0,0,1,1,236.0,1,3,1,7,0,0.7,1
29,0,0,0,2,22.0,1,3,1,2,0,0.2,0
35,0,0,0,8,252.0,1,3,1,8,1,0.8,1
32,0,0,0,6,2.0,1,3,1,2,1,0.2,0
33,0,0,0,3,11.0,1,3,2,4,1,0.4,0
58,0,0,0,5,1.0,1,3,1,3,1,0.3,0
54,0,0,0,0,27.0,1,1,1,1,0,0.1,0
30,0,0,0,3,1.0,1,2,1,2,0,0.2,0
33,0,0,0,2,28.0,1,2,1,9,1,0.9,1
24,0,0,0,0,10.0,1,2,1,3,1,0.3,0
48,0,0,0,10,175.0,1,2,1,4,0,0.4,0
23,0,0,0,0,3.0,1,2,2,8,0,0.8,1
23,0,0,0,2,15.0,1,3,1,7,1,0.7,1
47,0,0,0,1,1.0,1,6,2,1,0,0.1,0
21,0,0,0,0,2.0,1,1,1,4,0,0.4,0
29,0,0,0,0,1.0,1,2,2,9,1,0.9,1
48,0,0,0,2,0.0,1,3,1,1,0,0.1,0
37,0,0,0,4,82.0,1,3,2,4,1,0.4,0
50,0,0,0,3,14.0,1,3,1,3,0,0.3,0
19,0,0,0,3,1.0,1,2,1,8,1,0.8,1
39,0,0,0,2,0.0,1,3,2,3,0,0.3,0
49,2,0,0,13,0.0,1,2,1,3,0,0.3,0
58,0,0,0,2,5.0,1,3,1,5,0,0.5,0
31,0,0,0,6,0.0,1,2,1,8,0,0.8,1
23,0,0,2,1,0.0,1,2,2,7,0,0.7,1
23,0,0,0,0,0.0,2,2,1,3,1,0.3,0
31,0,0,0,17,1.0,1,3,1,8,1,0.8,1
33,0,0,0,0,83.0,1,1,1,1,1,0.1,0
57,0,0,0,6,1.0,1,3,1,2,0,0.2,0
31,0,0,0,0,0.0,2,3,2,2,0,0.2,0
57,0,0,0,19,3.0,1,2,1,6,0,0.6,0
57,0,0,0,12,3.0,1,3,2,5,0,0.5,0
29,0,0,0,6,0.0,1,2,2,7,1,0.7,1
30,0,0,0,0,0.0,1,2,2,1,1,0.1,0
45,0,0,0,11,0.0,1,2,1,3,0,0.3,0
42,0,0,0,0,0.0,1,3,1,5,0,0.5,0
48,0,0,0,7,0.0,1,1,1,2,0,0.2,0
29,0,2,0,12,12.0,1,2,1,8,1,0.8,1
23,0,0,0,0,7.0,1,3,1,4,0,0.4,0
28,0,0,0,0,0.0,2,3,1,2,0,0.2,0
41,0,0,0,3,0.0,1,2,1,7,0,0.7,1
25,0,0,0,1,1.0,1,2,2,2,1,0.2,0
34,0,0,0,3,10.0,2,3,2,5,0,0.5,0
53,0,0,0,26,0.0,1,2,1,5,1,0.5,0
28,0,0,0,1,1.0,2,2,1,3,1,0.3,0
27,0,0,0,0,1.0,1,2,1,2,0,0.2,0
39,0,0,0,4,40.0,1,2,1,4,0,0.4,0
55,0,0,0,6,36.0,2,3,1,4,0,0.4,0
27,0,0,0,4,50.0,1,2,1,5,1,0.5,0
30,0,0,1,7,0.0,1,3,1,10,1,1.0,1
31,3,0,1,15,4.0,1,2,2,10,1,1.0,1
20,0,0,1,1,0.0,1,2,2,9,1,0.9,1
26,0,0,0,2,0.0,1,3,1,9,1,0.9,1
44,0,0,0,7,27.0,1,2,1,5,1,0.5,0
33,0,0,0,17,0.0,1,2,1,10,1,1.0,1
34,0,0,0,0,1.0,1,3,1,1,1,0.1,0
27,0,0,0,0,0.0,1,3,2,2,0,0.2,0
21,0,0,1,1,1.0,1,2,1,7,1,0.7,1
29,0,0,0,4,1.0,1,2,1,2,0,0.2,0
27,0,0,0,7,4.0,1,2,1,6,0,0.6,0
24,0,0,0,0,1.0,2,3,1,8,0,0.8,1
29,0,0,0,0,0.0,1,2,1,5,1,0.5,0
20,0,0,0,0,0.0,1,3,1,3,0,0.3,0
23,0,0,0,0,0.0,2,3,1,3,0,0.3,0
48,0,0,0,0,0.0,2,2,2,1,0,0.1,0
34,0,0,0,0,0.0,1,2,2,1,1,0.1,0
46,0,0,0,1,1.0,1,2,2,6,1,0.6,0
41,0,0,0,3,1.0,2,3,1,5,0,0.5,0
26,0,0,0,3,0.0,1,2,1,6,1,0.6,0
37,0,0,0,11,1.0,1,2,1,8,1,0.8,1
54,0,0,0,7,20.0,2,3,1,5,0,0.5,0
25,0,0,0,5,0.0,2,2,2,10,0,1.0,1
22,0,0,0,2,0.0,2,3,1,3,0,0.3,0
32,0,0,0,7,0.0,1,2,1,1,0,0.1,0
44,0,0,0,0,2.0,1,2,2,1,0,0.1,0
28,0,0,0,1,48.0,1,2,1,1,0,0.1,0
60,0,0,0,3,0.0,1,2,2,1,0,0.1,0
49,0,0,0,0,-1.0,1,3,1,1,0,0.1,0
32,0,0,0,9,57.0,1,2,1,4,0,0.4,0
30,0,0,0,10,1.0,1,2,2,4,1,0.4,0
52,0,0,0,0,1.0,1,3,1,1,0,0.1,0
27,0,0,0,1,0.0,2,2,2,10,0,1.0,1
34,0,0,0,0,1.0,1,2,1,10,0,1.0,1
55,0,0,0,5,3.0,1,2,1,4,1,0.4,0
37,0,0,0,6,0.0,1,2,2,6,0,0.6,0
33,0,0,0,0,0.0,1,2,2,7,0,0.7,1
22,0,0,0,0,0.0,1,2,1,6,1,0.6,0
27,0,0,0,0,1.0,2,2,2,2,0,0.2,0
20,0,0,2,0,0.0,1,2,1,5,1,0.5,0
33,0,0,0,0,53.0,1,3,1,2,0,0.2,0
26,0,0,0,0,2.0,1,2,2,2,0,0.2,0
29,0,0,0,0,1.0,1,2,2,5,0,0.5,0
32,0,0,0,1,0.0,1,2,2,3,0,0.3,0
37,0,0,0,4,0.0,1,3,2,1,0,0.1,0
31,0,0,0,15,104.0,1,2,1,10,0,1.0,1
29,0,0,0,6,0.0,1,2,1,8,1,0.8,1
31,0,0,0,6,41.0,1,2,1,4,0,0.4,0
36,0,0,0,2,1.0,2,3,1,3,0,0.3,0
35,0,0,0,4,6.0,1,2,2,6,0,0.6,0
37,0,0,0,1,8.0,2,2,1,1,0,0.1,0
